id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
32698,US,"Meaning “from the vine,” this 100% whole-cluster bottling presents black cherry, tart pomegranate, graphite, baking spice and sage bark on the nose. There's lots of dark herbs and dark fruit on the palate as well as black-olive depth and black-slate minerality. With the density of herbs, it's a bit like chewing on sage and eucalyptus.",Ex Vite,90,38.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Wrath 2013 Ex Vite Pinot Noir (Monterey),Pinot Noir,Wrath
32718,Spain,"This opaque Graciano from Toledo weighs in at 15% abv and smells like black currant and grape juice concentrate. An intense, loud palate features smooth tannins but abrasive acidity. Limited but lusty flavors of blackberry and black plum finish juicy and with medium length and depth. Drink through 2019.",Latitud 40,89,40.0,Spain Other,Spain,,Michael Schachner,@wineschach,Carmen Lopez Delgado 2013 Latitud 40 Graciano (Spain),Graciano,Carmen Lopez Delgado
32716,US,"Though 2014 is a fine, accessible vintage for many Oregon Pinots, this one is rather stubbornly shut down. At first it shows stem and herb flavors, along with chewy tannins. With hours of breathing time, the fruit emerges, a mix of rhubarb, cherry and a dash of cola.",Reserve,89,50.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Aubichon Cellars 2014 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Aubichon Cellars
32686,Italy,"Thanks to careful oak aging, Monte Zoppega is a dense, aromatic Soave Classico with lingering tones of butter, almond, melon and apricot. The natural density here would pair with chicken in cream sauce.",Monte Zoppega,87,14.0,Veneto,Soave Classico,,,,Nardello 2008 Monte Zoppega  (Soave Classico),Garganega,Nardello
32697,US,"This big, dense wine is dark in color, with lush, late-picked aromas and flavors and very full body. Its power and oozing fruitiness make quite a contrast with more elegant styles, but there is no denying the appeal of all that jammy blackberry and blackcurrant character.",The Corners,90,75.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Walt 2013 The Corners Pinot Noir (Anderson Valley),Pinot Noir,Walt
32703,US,"Rustic cola, wood smoke, fresh-squeezed black cherry and slate emerge on the very compelling and complete nose of this bottling from the longtime winery's estate property. A load of baking spice powers the palate, enhancing the dark blackberry fruit. Its tannic structure is firm, allowing the layers of flavor to emerge with patience.",Estate,90,39.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Byington 2012 Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,Byington
32705,US,"This is a pretty rose hue, and follows in a light, tart style. Despite its apparent simplicity, it shows surprising depth of flavor, highlighted with fresh strawberries and Bing cherries. There's a touch of Juicy Fruit gum also, and the wine should be consumed now through 2020.",Estate,90,45.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Carlton Hill 2013 Estate Pinot Noir,Pinot Noir,Carlton Hill
32687,US,"An engaging wine from an old variety, hardly grown anymore in California. It's soft and dense in tannins, with spicy flavors of cherries and a bitter, earthy taste that brings to mind carob. Try as an interesting alternative to Zinfandel.",Frediani Vineyard,87,40.0,California,Napa Valley,Napa,,,OnThEdge 2007 Frediani Vineyard Charbono (Napa Valley),Charbono,OnThEdge
32712,France,"Just off dry, this is a delicious, honeyed wine. Made to drink as an apéritif or with a paté, it is soft and stylish. Aromatic apricot and baked apple flavors give this wine fruitiness while the background is full of bright acidity. Drink now.",Premières Grives,90,19.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine du Tariquet 2015 Premières Grives Gros Manseng (Côtes de Gascogne),Gros Manseng,Domaine du Tariquet
32713,US,"Black cherry, smoked beef jerky, burned caramel and a touch of maduro cigar show on the nose of this study of a popular Syrah clone. The palate is equally savory, with smoked meats, blackberry fruit, crushed black pepper, soy and a tarry edge, bolstered by sparkling acidity.",Clone 174,90,30.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Firestone 2012 Clone 174 Syrah (Santa Ynez Valley),Syrah,Firestone
32714,US,"This is a well-made wine, supple and soft with velvety, integrated tannins and a relatively light body and sense of power. Chocolate and brown sugar play off of black cherry and cassis for a richness that never becomes cloying.",Walking Tree,90,30.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Geyser Peak 2012 Walking Tree Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Geyser Peak
32702,US,"Pure purple fruit aromas arise on the nose of this bottling by pioneer Fred Brander, as do heady cocoa, leather and herb-crusted beef roast scents. Fresh black currant and espresso cream flavors show on the palate, with a chalky tannic structure that steadily reveals more layers of flavor, from blackberry to dried dill.",Reserve,90,50.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Brander 2013 Reserve Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Brander
32704,US,"This graceful wine, from a cool vintage, nicely expresses the more elegant side of Pinot Noir. There are ample fruit flavors of plum, cherry and blueberry, and a pleasantly musky note overlays the maturing fruit. It's rolling along smoothly into a fully integrated finish. Drink now through 2020.",Estate,90,45.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Carlton Hill 2011 Estate Pinot Noir,Pinot Noir,Carlton Hill
32711,France,"When this wine was launched in 1987, it was the first in the region to be fermented in wood. That wood aging has continued. This latest release (Sauvignon Blanc, Mauzac and Muscadelle) by Jean-Marc Balaran gives a beautiful wine that is finely balanced between tightly crisp fruit and smoother, creamy spice and wood flavors. The wine is ready to drink.",La Vigne de l'Oubli,90,22.0,Southwest France,Gaillac,,Roger Voss,@vossroger,Domaine d'Escausses 2012 La Vigne de l'Oubli White (Gaillac),White Blend,Domaine d'Escausses
32750,France,"The wine comes from a 196-acre property on the first slopes above the Garonne river. Made from the classic Bordeaux blend, it has been aged in wood which gives the intense perfumed, toasty character. The wine is dense, tannic with layers of black fruits. It needs to age more, so drink from 2016.",Château de Gueyze,90,20.0,Southwest France,Buzet,,Roger Voss,@vossroger,Vignerons de Buzet 2011 Château de Gueyze Red (Buzet),Bordeaux-style Red Blend,Vignerons de Buzet
32756,US,"Hints of brine and sea water lend rusticity to pressed-apple flavors in this dry, delicately framed wine. Fruit flavors seem rather oxidized on the palate, but a tart, lemony zing adds some freshness.",Reserve,84,20.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Osprey's Dominion 2010 Reserve Chardonnay (North Fork of Long Island),Chardonnay,Osprey's Dominion
32746,US,"Light and clear in color, this impish wine needs time to grow up in the bottle, its profile momentarily giving way almost entirely to savory Asian five-spice and a sharp acidity that should interweave together expertly over the years. Vibrant and complex, the fruit is sultry and dusted in earth. Set this one down through 2017.",Rodgers Creek Vineyard,90,48.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Sojourn 2013 Rodgers Creek Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Sojourn
32753,Italy,"A 50-50 blend of Cabernet Sauvignon and Cabernet Franc, this offers aromas of cedar, leafy underbrush, scorched earth, ripe dark fruit and ground black pepper. The palate delivers dried black currants, licorice, mint and tobacco alongside velvety tannins. Drink through 2019.",Boschivo,90,51.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Leopoldo I di Toscana 2011 Boschivo Red (Toscana),Red Blend,Leopoldo I di Toscana
32745,Italy,"Aromas of oak, chocolate, nutmeg and spiced plum lead the nose of this robust wine. The ripe palate delivers dried black cherry, licorice, tobacco and baking spice alongside firm, fine-grained tannins. Drink through 2020.",Fruttaio Cà Rizzeri,90,55.0,Lombardy,Sforzato di Valtellina,,Kerin O’Keefe,@kerinokeefe,Rainoldi 2010 Fruttaio Cà Rizzeri  (Sforzato di Valtellina),Nebbiolo,Rainoldi
32751,Italy,"Aromas of spiced blueberry, grilled herbs, cooking spice and a whiff of leather lead the nose of this blend of Merlot and Cabernet Sauvignon. The savory palate offers ripe plum, crushed black cherry, black pepper and mint alongside polished tannins. A licorice note marks the close.",Yantra,90,24.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Tenuta Sette Cieli 2011 Yantra Red (Toscana),Red Blend,Tenuta Sette Cieli
32743,Italy,"This robust wine opens with aromas of dried rose, tar, leather, fig and allspice. The full-bodied palate delivers dried black cherries, licorice, underbrush and grilled sage alongside firm, velvety tannins.",Blackedition Passione,90,60.0,Lombardy,Sforzato di Valtellina,,Kerin O’Keefe,@kerinokeefe,Plozza 2009 Blackedition Passione  (Sforzato di Valtellina),Nebbiolo,Plozza
32752,Italy,"A dense, full-bodied red, this opens with aromas of blackberry jam, vanilla, oak and a whiff of herbs. The robust palate delivers fleshy black cherry, cracked black pepper, licorice and tobacco alongside velvety tannins. You'll also the notice the heat of evident alcohol, especially on the close, which throws it somewhat off-balance.",Per Sempre,90,300.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Tua Rita 2012 Per Sempre Syrah (Toscana),Syrah,Tua Rita
32755,US,"With buttered toast and vanilla cream flavors, this Chardonnay also has underlying notes of tropical fruits, pears and limes. It's rich and simple.",Dahlia,84,20.0,California,Santa Lucia Highlands,Central Coast,,,Testarossa 2012 Dahlia Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
32758,Argentina,"Gritty aromas of severely baked berry fruits are tough to plow through. In the mouth, this Malbec is jammy, chunky and a touch flat. Flavors of stewed berries and prune finish thick and taste cooked. Ready to drink now.",Vineyard Selection,84,27.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Hubert Weber 2007 Vineyard Selection Malbec (Mendoza),Malbec,Hubert Weber
32784,US,"A blend of fruit from the McGinley and Grassini vineyards, this wine is fermented in oak barrels, yielding a nose that's an approachable buffet of nectarine, wet cement, chopped lemongrass and wet hay. The oak also gives the palate more weight to deliver flavors of green-apple slices, kumquat, lime zest and cut lawn.",D,90,36.0,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,@mattkettmann,Margerum 2014 D Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,Margerum
32794,France,"This is a finely perfumed wine, rich in both structure and ripe fruits. It is smoothly textured, a full-bodied wine that has dark cherry flavors as well as a balanced layer of acidity. The wine is still young, juicy and will develop further, so drink from 2017.",Terre de Maimbray,90,0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Pascal & Nicolas Reverdy 2014 Terre de Maimbray  (Sancerre),Pinot Noir,Pascal & Nicolas Reverdy
32788,US,"Deep, dark blueberry fruit meets with beef char, fudge chocolate and espresso-bean notes on the nose of this blend of 59% Petite Sirah, 15% Syrah, 14% Tannat, 7% Petit Verdot, 4% Grenache and 1% Viognier. The rigid tannins need a little more time to open, but the zesty blueberry, blackberry and black-pepper flavors shine across the fresh, sizzling acidity.",1105,90,48.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,MCV 2013 1105 Red (Paso Robles),Red Blend,MCV
32796,US,"A blend of 60% Montepulciano and 40% Sangiovese, this is a grippy, leathery wine, the fruit sourced from two different sites in the appellation. Black leather, baked and dried plum, and cherry combine on the palate with breadth and length, finishing as if dusted in cocoa.",Montepulciano-Sangiovese,90,38.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Quivira 2013 Montepulciano-Sangiovese Red (Dry Creek Valley),Red Blend,Quivira
32792,US,"This wine has hints of cedar and coriander, a luxurious, velvety and appropriately tannic texture, and flavors that are ripe and delicious. Its personality seems confident, well balanced and well behaved, but strong and focused.","Estate Grown, Produced and Bottled",90,24.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,"Naggiar 2013 Estate Grown, Produced and Bottled Malbec (Sierra Foothills)",Malbec,Naggiar
32797,US,"Perfumed in rose and violet, with a sauvage scent of musk, this distinctive wine is soft and silky on the palate. It features a mix of red cherry and sage, with a full body and an expansive and lengthy finish.",Dutton Sanchietti,90,30.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Row Eleven 2013 Dutton Sanchietti Pinot Noir (Russian River Valley),Pinot Noir,Row Eleven
32786,US,"This 100% varietal wine offers plenty of crisp cranberry, currant and restrained red fruit on the palate, the texture soft and supple. A pleasing shock of dark chocolate appears on the finish.",Simpson Ridge,90,65.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Martin Ray 2013 Simpson Ridge Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Martin Ray
32791,US,"Plummy chocolate stars in this densely textured yet nicely lean wine, which finds balance and power in the glass. Cherry, blueberry and cedar make appearances, before a finish kissed in tobacco.",Estate Grown,90,42.0,California,Oak Knoll District,Napa,Virginie Boone,@vboone,Monticello Vineyards 2012 Estate Grown Cabernet Franc (Oak Knoll District),Cabernet Franc,Monticello Vineyards
32793,US,"This vineyard-designated estate wine is restrained and elegant, allowing for a sparkle of raspberry and black cherry to speak. The oak is light and integrated, and the minerality well defined, with just the smallest traces of black licorice and pepper coming through on the finish.",Nance's Vineyard,90,39.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Ousterhout 2012 Nance's Vineyard Zinfandel (Alexander Valley),Zinfandel,Ousterhout
32790,US,Aromas of fresh dill and other green herbs leap up from the glass. The plum flavors are pure and persistent. It's a unique expression of the variety.,Seven Hills Vineyard,90,46.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Merry Cellars 2013 Seven Hills Vineyard Malbec (Walla Walla Valley (WA)),Malbec,Merry Cellars
32795,Italy,"Aromas of underbrush, charred earth, truffle, star anise and a hint of menthol come together in the glass. The ripe palate shows dried black cherry, blackberry jam, licorice and mocha alongside solid, assertive tannins. Drink 2019–2025.",Villa al Cortile Riserva,90,60.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Piccini 2010 Villa al Cortile Riserva  (Brunello di Montalcino),Sangiovese,Piccini
32800,US,"Always an eye-opening bottling, this blends 50% Sangiovese with 50% Syrah. This vintage shows cooked blackberries, baked plums, balsamic vinaigrette and black rocks on the nose. The palate is juicy and energetic, blending dark fruit with bright acidity, coffee and caramel flavors, with strong tannins for structure.",La Croce,90,66.0,California,Ballard Canyon,Central Coast,Matt Kettmann,@mattkettmann,Stolpman 2013 La Croce Sangiovese-Syrah (Ballard Canyon),Sangiovese-Syrah,Stolpman
32804,US,"This is made from 92% Cabernet Sauvignon and 8% Pinot Noir, an interesting and fulfilling combination thats robust on the palate. Pinkish-orange in color, it's both tangy and weighty, finishing dry in orange zest.",Rose & Thistle,90,35.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Adair Bachman 2014 Rose & Thistle Rosé (Napa Valley),Rosé,Adair Bachman
32825,US,"Light, clear and crisp, this extremely light-bodied wine combines fruit from various vineyards and clones, and offers a suggestion of cranberry and pomegranate. Earthy, with an edge of forest and tea, it finishes plainly.",Sonoma Coast Blend,87,32.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Von Holt 2013 Sonoma Coast Blend Pinot Noir (Sonoma Coast),Pinot Noir,Von Holt
32864,France,"Soft, ripe and generous, this is a delicious, spicy wine with a backbone of great tannins. The aftertaste shows layers of acidity and fresh red berry fruits.",Les Petites Lolières Premier Cru,89,0,Burgundy,Aloxe-Corton,,Roger Voss,@vossroger,Corton André 2005 Les Petites Lolières Premier Cru  (Aloxe-Corton),Pinot Noir,Corton André
32863,Argentina,"For several vintages running Broquel has nudged the border between very good and excellent, but as in years past the '06 is a touch tangy and racy, with black cherry, plum and berry flavors. It's bold, zippy and quite high-toned, but still it's very competent and held together.",Broquel,89,17.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Trapiche 2006 Broquel Malbec (Mendoza),Malbec,Trapiche
32865,Spain,"A slightly heavier version of Verdejo, especially given 2007's cool conditions in Rueda. The wine has waxy peach and papaya aromas follwed by apricot, pineapple and mango flavors. It definitely opens on the palate and then finishes with a fleshy texture, additional fruit and even some nuts. Good complexity yet still a forward type of white wine.",Fuente Elivra,89,14.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Pedro Escudero 2007 Fuente Elivra Verdejo (Rueda),Verdejo,Pedro Escudero
32875,US,"DeLille's D2 red (51% Merlot/38% Cabernet Sauvignon/8% Cab Franc/3% Petit Verdot) is a declassified wine in the best possible sense—the grapes come from all of the winery's premier vineyard sources. The result is a substantial, even meaty red wine, muscular rather than plump. The fruit is layered and tart, its flavors laced with smoke, tar and licorice. The wine gathers strength in the midpalate, then gradually unfolds through the finish with polished tannins that are just slightly herbal.",D2,92,38.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,DeLille 2005 D2 Red (Columbia Valley (WA)),Red Blend,DeLille
32877,US,"Shows the typicity of the vineyard, an angular, minerally wine with crisp acids and concentrated flavor. The tastes of white peaches, pineapples and tangerines are edged with zesty spices. Finishes with vanilla-honey coating of toasty oak.",Lorenzo Vineyard,92,42.0,California,Russian River Valley,Sonoma,,,Tandem 2006 Lorenzo Vineyard Chardonnay (Russian River Valley),Chardonnay,Tandem
32879,Italy,"This wine exhibits obvious sophistication thanks to its elegantly aged appearance and its refined notes of leather, spice, prunes, licorice, tar and root beer. Oak tones come through as well in the form of clove, vanilla bean and espresso. This wine has aged nicely over the course of its 10 years and offers a much needed break from the youthful, immediate wine of today.",White Label,92,0,Tuscany,Colli della Toscana Centrale,,,,I Balzini 1998 White Label Red (Colli della Toscana Centrale),Red Blend,I Balzini
32884,Italy,"The Sagrantino grape from Umbria makes a uniquely distinguished wine and Goretti's Le Mura Saracene is one of the best examples of this beautiful variety available in the U.S. The wine opens with a bright, saturated color and delivers gorgeous notes of spice, from Indian curry to nutmeg and clove, for deep penetration and personality. Red fruit at the core is left intact, but this is also a very modern rendition with layers of vanilla and roasted nut derived from long oak aging.",Le Mura Saracene,92,45.0,Central Italy,Sagrantino di Montefalco,,,,Goretti 2003 Le Mura Saracene  (Sagrantino di Montefalco),Sagrantino,Goretti
32871,France,"Very fresh, very raspberry, this wine opens gently with sweetness and roundness. The tannins do come into play, but ever so gently, a counterpoint to the sweet, fine fruits that dominate this attractive, relatively early drinking wine.",Les Chouacheux Premier Cru,89,40.0,Burgundy,Beaune,,Roger Voss,@vossroger,Louis Jadot 2005 Les Chouacheux Premier Cru  (Beaune),Pinot Noir,Louis Jadot
32881,France,"The first vintage of this experimental, 7,000 vines per acre wine. An intense, dense wine, all the herbaceous, mineral character of Sauvignon Blanc is magnified with orange zest, touches of pear skin and a steely acidity.",Haute Densité,92,99.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Château de Tracy 2004 Haute Densité  (Pouilly-Fumé),Sauvignon Blanc,Château de Tracy
32869,US,"Palette is a sensational value from one of Walla Walla's still-unrecognized superstar vineyards, Spofford Station. This Cab/Merlot blend is saturated with fruit and beautifully crafted. In a difficult year (2004 froze out most Walla Walla vineyards) it is a rare jewel. Hints of compost, earth, mushroom and other herbal elements add interest, and the wine is buoyed with lively acid.",Palette Red Table Wine,89,22.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,JLC 2004 Palette Red Table Wine Red (Walla Walla Valley (WA)),Red Blend,JLC
32870,US,"A nice Pinot, showing real complexity. Dry and medium-bodied, the wine's acidity is brisk, and highlights flavors of cherries, red currants, pomegranates, cola, Chinese five-spice and Provençal herbs. Might develop for a few years, although it's hard to predict, since it's a new brand.",Le Bon Climat Vineyard,89,45.0,California,Santa Maria Valley,Central Coast,,,La Fenêtre 2005 Le Bon Climat Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,La Fenêtre
32899,US,"Fermented 50% whole cluster and aged in neutral oak and concrete, this appealing wine offers notes of wild strawberries, brown stems and cigar box. It's fully flavored with a supple feel, with tannins that will benefit from some time in the cellar and a cinnamon-filled finish.",Oak Ridge Vineyard,91,25.0,Washington,Columbia Gorge (WA),Washington Other,Sean P. Sullivan,@wawinereport,Analemma 2012 Oak Ridge Vineyard Pinot Noir (Columbia Gorge (WA)),Pinot Noir,Analemma
32810,France,"From a parcel of 25-year-old vines, this is a concentrated, firm wine that needs to age. It has good potential with its tight, steely character and smoky edge. The fruitiness comes from the organic and biodynamic grapes that give richness as well as a final fresh, crisp aftertaste. Drink from 2017.",Le Clos de Bannon,90,30.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Fouassier 2014 Le Clos de Bannon  (Sancerre),Sauvignon Blanc,Domaine Fouassier
32812,US,"Classic lychee and rose petal aromas perfume this ripe yet elegantly composed Gewürztraminer. Juicy and forward yet balanced and spry, it calibrates zesty tangerine acidity against a crystalline glaze of honey that lingers on the finish.",Reserve,90,25.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Dr. Konstantin Frank 2014 Reserve Gewürztraminer (Finger Lakes),Gewürztraminer,Dr. Konstantin Frank
32814,France,"Named after the French soldier who served under George Washington, this is an attractive, upright wine. Acidity and fresh cherries come through strongly along with a dry layers of tannins. It's likely to age at least a few more months, so drink from 2016.",Domaine de Lafayette,87,0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Georges Duboeuf 2014 Domaine de Lafayette  (Brouilly),Gamay,Georges Duboeuf
32822,US,"Juicy with blackberry and cola notes on the nose, but not overly dense thanks to a black-slate minerality, this wine offers somewhat simple grape-candy flavors on the palate along with lilacs and other purple flower elements. Those make for a fairly tasty and easy-to-quaff bottle.",The Insider,87,18.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Vinum 2013 The Insider Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Vinum
32824,Spain,"Typical of Volver's wines, this everyday Monastrell opens with oaky, toasty, charred aromas of black cherry and blackberry. This is a little wiry and acidic, but it's also full and dense. Charred, spicy flavors of baked plum and clove finish with gusto and some heat.",Tarima,87,9.0,Levante,Alicante,,Michael Schachner,@wineschach,Volver 2014 Tarima Monastrell (Alicante),Monastrell,Volver
32807,US,"This is a spicy, earthy and medium-bodied selection, lengthy and concentrated in cardamom and forest pine. The fruit tends dark and brooding, with a brambly character balanced against the crispness of acidity. The spiciness persists through the finish.",Geza's Selection,90,48.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Buena Vista 2013 Geza's Selection Pinot Noir (Sonoma Coast),Pinot Noir,Buena Vista
32816,US,"Copper-orange in color, this wine is made from 100% Syrah grapes, and tastes delightfully of raspberry and fresh plum. Juicy and refreshing, it has a leveled amount of acidity and yet a roundness to the palate that should work well with food, finishing crisp and clean.",Limited Release Syrah,87,26.0,California,Oak Knoll District,Napa,Virginie Boone,@vboone,Black Stallion 2014 Limited Release Syrah Rosé (Oak Knoll District),Rosé,Black Stallion
32820,France,"The berry flavors of this pink fizz are edged with the slightest bitterness. A dry palate brings bright, lemony freshness. Fruit tones are more evident than autolysis, making this for easy-drinking, apéritif fun.",Brut Rosé,87,25.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Jean-Baptiste Adam NV Brut Rosé Sparkling (Crémant d'Alsace),Sparkling Blend,Jean-Baptiste Adam
32828,France,"With its lively mousse, this is a perfumed, ripe wine. Warm apricot and green apple flavors are rounded out with a balanced dosage, making for a soft, full wine that is ready to drink.",Origin Brut,87,40.0,Champagne,Champagne,,Roger Voss,@vossroger,A. D. Coutelas NV Origin Brut  (Champagne),Champagne Blend,A. D. Coutelas
32836,US,"Made by Nick Goldschmidt, this vineyard-designate is 100% varietal and made in relatively small amounts. Sanguine, it's gamy and brimming in black cherry, blueberry, nutmeg and black pepper. It's both robust and soft.",River Pass Vineyard,87,35.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,The Counselor 2012 River Pass Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,The Counselor
32827,Italy,"This opens with delicate floral aromas of Spanish broom and chamomile. Made with native grape Pignoletto, the palate offers yellow apple, pineapple and lemon drop accompanied by a persistent perlage.",Secco,87,0,Central Italy,Emilia,,Kerin O’Keefe,@kerinokeefe,Zanasi 2013 Secco Pignoletto (Emilia),Pignoletto,Zanasi
32837,France,"From vineyards in the Aube region, this soft and smooth wine has a fruity element that is shaped by a steely texture and fresh acidity. This attractive wine is balanced, full bodied and fruity at the same time and is ready to drink.",Grande Réserve Brut,87,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Château de Bligny NV Grande Réserve Brut  (Champagne),Champagne Blend,Château de Bligny
32830,France,"This wine holds the tension between sweetness and fresh apple acidity well. Crisp, light and fruity, it's a great apéritif wine, ready to drink.",Délice Demi-Sec,87,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Mailly Grand Cru NV Délice Demi-Sec  (Champagne),Champagne Blend,Mailly Grand Cru
32815,Italy,"Aromas of white flowers, wild mountain herbs and a hint of white stone fruit come together on this crisp, racy sparkler. The vivacious palate delivers lemon zest, lime and pear alongside brisk acidity and vigorous bubbles.",Vigneto Diruppo Brut,87,15.0,Veneto,Valdobbiadene Prosecco Superiore,,Kerin O’Keefe,@kerinokeefe,Andreola 2014 Vigneto Diruppo Brut  (Valdobbiadene Prosecco Superiore),Glera,Andreola
32819,Italy,"Aromas of citrus zest, white orchard fruit, pineapple and toast emerge on this vibrant blend of 80% Chardonnay and 20% Pinot Nero. The bright palate offers ripe apple, lemon zest and a hint of bread crust alongside vigorous bubbles.",Gran Cuvée Brut,87,40.0,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Castello Bonomi NV Gran Cuvée Brut Sparkling (Franciacorta),Sparkling Blend,Castello Bonomi
32834,US,"Tropical peach fuzz, grassiness and acidity give this wine a lively edge, supported by ample freshness on the palate, as well as length and body. A touch sour on the finish, it begs for just-caught seafood.",Limited Production,87,30.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Silver Spur 2014 Limited Production Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Silver Spur
32823,France,This is an unusual rosé for Champagne. It is made 100% from Pinot Noir rather than a blend. And it is made by getting color directly from the fermenting grapes rather than the normal Champagne process of adding red wine. The result is a dark-colored rosé that has a tannic structure as well as red fruits. It is rich and concentrated with ripeness rather than great freshness. It is definitely a food wine.,Brut Rosé de Saignée,87,40.0,Champagne,Champagne,,Roger Voss,@vossroger,Vollereaux NV Brut Rosé de Saignée Pinot Noir (Champagne),Pinot Noir,Vollereaux
32813,Spain,"Barrel-based aromas are up front, with acacia and buttered-toast notes lurking in the shadows. This blend of Viura, Malvasia and Garnacha Blanca is round and lifted, with resiny apple and apricot flavors. A spicy, woody finish fits the bill for this drink-now white Rioja.",Selección Familia,87,17.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Fernández Gómez 2013 Selección Familia White (Rioja),White Blend,Fernández Gómez
32831,France,"This wine is soft, ripe and packed with red fruits. An attractive texture of orange peel gives freshness to the richness. It's immediately drinkable, fresh and bright with crisp acidity at the end.",Brut Rosé,87,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Montaubret NV Brut Rosé  (Champagne),Champagne Blend,Montaubret
32832,Spain,"Dusty aromas of plum and berry fruits come with a touch of latex. This feels crisp, snappy and on edge. Lean, bright flavors of red currant and plum finish fresh, light and the slightest bit briny.",El Circulo Crianza,87,14.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Pagos del Rey 2012 El Circulo Crianza  (Rioja),Tempranillo Blend,Pagos del Rey
32833,Argentina,"Rooty, stalky, earthy aromas are spread wide and thin. This Cab has a gritty feel and hard tannins. Stalky flavors of coffee grinds are herbal and tough, while heat, sauciness and tomato-leaf flavors suggest cool-climate origins. Overall this is racy and cool in style; drink now.",Grand Reserve,87,22.0,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Piattelli 2011 Grand Reserve Cabernet Sauvignon (Tupungato),Cabernet Sauvignon,Piattelli
